Name,Absolute_magnitude,Color_index,Diameter_km,Argument_of_perihelion,Longitude_of_ascending_node,Inclination,Eccentricity,Semimajor_axis_AU
Simeisa,9.01,0.69,103.0,177.739103,265.422248,2.257572,0.18930831,3.95210706
Oskar,12.25,0.60,20.6,73.472632,69.546146,3.948165,0.12835727,2.44399333
Faina,8.74,0.68,110.5,302.630873,78.816456,15.59554,0.15111465,2.55178295
Tiflis,10.22,0.94,23.6,202.923125,61.319405,10.08631,0.22100531,2.32934407
Malabar,9.24,0.70,87.6,303.067003,179.915633,24.544006,0.05089932,2.98836891
Quintilla,9.76,0.70,36.0,44.502325,176.665285,3.243595,0.1364757,3.18235569
Portlandia,10.11,0.70,32.1,43.981945,22.431226,8.172127,0.10801198,2.37325809
Mancunia,8.46,0.74,85.5,313.595415,106.123378,5.60429,0.15011418,3.19521909
Massinga,7.96,0.95,71.3,200.343115,331.551318,12.538267,0.23382611,3.1487153
Pulcova,8.26,0.65,137.1,188.70404,305.537298,13.09696,0.1069674,3.15480314
Gedania,9.75,0.72,58.3,158.73085,258.761509,10.00028,0.09267236,3.19282432
Moguntia,9.93,0.81,31.3,70.623031,7.822404,10.090588,0.097112,3.01770547
Bali,10.97,0.88,16.1,17.952638,44.659371,4.384285,0.15084341,2.2210082
Libera,10.30,0.66,29.4,228.610485,217.8567,14.892132,0.24723877,2.65247144
Tanete,8.39,0.67,117.7,145.808206,63.723997,28.836217,0.09465665,2.99811873
Irmintraud,9.16,0.70,95.9,333.161092,322.289969,16.667161,0.07833322,2.85751496
Lumiere,10.34,0.81,33.6,170.823526,297.521177,9.256555,0.06638843,3.01244216
Berbericia,7.76,0.70,151.2,306.524828,79.671578,18.235195,0.16629225,2.93231248
Theobalda,9.78,0.62,64.1,135.045824,321.231317,13.710799,0.25619491,3.18013119
Zwetana,9.51,0.64,48.5,131.583407,71.841202,12.767896,0.20948155,2.5701622
Bredichina,8.98,0.69,91.6,133.767733,89.749638,14.517279,0.15907916,3.17499975
Pretoria,8.12,0.70,170.4,38.108149,251.8021,20.544794,0.15437244,3.40780532
Ani,9.23,0.71,103.5,201.789914,129.80636,16.375536,0.1925178,3.12513526
Arizona,10.06,0.82,28.9,308.365985,35.954351,15.778009,0.12381646,2.79619268
Sarita,9.19,0.70,45.0,329.559605,33.143384,19.048932,0.31992595,2.63566589
Ruth,9.66,0.69,43.2,44.804606,214.241409,9.240603,0.0350282,3.01330844
Helwerthia,11.62,0.73,33.2,336.762606,185.910821,14.143317,0.07626272,2.6057085
Hispania,7.99,0.71,157.2,344.366264,347.575373,15.390741,0.14187009,2.83882931
Hormuthia,9.88,0.70,66.9,131.842702,166.344344,15.730718,0.18607361,3.19401541
Ceraskia,10.69,0.85,26.2,336.562975,132.084334,11.290806,0.06126771,3.02446459
Nauheima,10.77,0.86,23.6,179.222006,130.800769,3.137281,0.07085978,2.89677558
Tauris,8.80,0.68,109.5,296.320701,88.732987,21.793597,0.30537602,3.15836665
Anastasia,10.24,0.85,34.1,141.39654,141.351845,8.130992,0.13682472,2.79330407
Tanina,11.54,0.91,11.2,111.043091,101.399233,3.399641,0.07510504,2.22559586
Lindemannia,10.40,0.67,53.4,296.578536,1.808723,1.124782,0.02743418,3.19137993
Petropolitana,9.22,0.90,41.2,91.206423,340.277329,3.801817,0.06593238,3.21176062
Burnhamia,9.49,0.75,66.7,91.552397,182.663132,3.979771,0.20061679,3.18207682
Seraphina,10.17,0.71,59.8,117.517432,240.018881,10.421049,0.13105278,2.90020573
Lipperta,10.42,0.61,52.4,130.238227,260.654595,0.264567,0.17550474,3.13230074
Agnia,10.17,0.90,28.0,128.73662,270.719127,2.47981,0.09539077,2.7837222
Ara,8.20,0.70,61.8,62.864064,228.272557,19.537405,0.2010441,3.14395529
Zeissia,11.50,0.86,12.3,7.557262,141.165505,2.39379,0.09075406,2.22808224
Nansenia,11.54,0.73,27.0,60.174912,182.826709,9.215561,0.10507354,2.313583
Glasenappia,11.52,0.63,15.0,238.859617,82.891421,5.298997,0.08817448,2.19066209
Ursina,9.97,0.66,29.3,21.845815,309.319496,13.289558,0.10815209,2.79824625
Benkoela,9.16,1.08,27.1,98.124136,116.917687,25.416214,0.02795541,3.19990313
Lova,10.37,0.71,52.5,286.815266,115.761466,5.836511,0.14639262,2.70422065
Holda,10.19,0.73,30.0,19.993471,194.665713,7.38545,0.07881955,2.7351097
Mechthild,11.43,0.68,29.0,109.730323,149.996362,5.276724,0.14863862,2.62780109
Scott,11.00,0.81,25.8,210.912398,150.945588,11.357637,0.11566412,3.01152655
Walkure,10.88,0.64,38.4,275.78388,116.364794,4.254619,0.15918613,2.48741304
Herba,11.37,0.63,36.0,100.811019,262.579622,15.138863,0.32321186,2.99795939
Parysatis,9.44,0.88,44.5,298.035949,123.930137,13.851397,0.19517815,2.70758397
Waltraut,10.56,0.77,27.3,87.400048,160.530219,10.876957,0.0595388,3.02229868
Leopoldina,9.68,0.67,76.1,222.666609,144.921646,17.038026,0.14630099,3.05188091
Lysistrata,10.34,0.83,21.9,23.944352,257.945358,14.326543,0.09380213,2.54198552
Jokaste,10.14,0.68,27.7,127.392216,252.379936,12.469182,0.20216764,2.90698187
Rhoda,9.74,0.71,62.7,88.503911,42.924124,19.532376,0.163619,2.79976668
Ulla,8.79,0.69,116.4,232.048583,146.35683,18.791342,0.09190268,3.54544458
Agamemnon,7.99,0.77,166.7,81.494572,338.008153,21.761849,0.06756695,5.28234497
Palisana,9.13,0.74,76.6,49.116597,255.768244,25.205877,0.2142788,2.45789918
Rogeria,11.27,0.80,23.9,270.297872,192.616345,11.595022,0.10476696,2.62187732
Toni,9.49,0.72,85.5,220.285586,150.18536,8.986288,0.15329117,2.94045581
Alphonsina,8.45,0.84,54.3,201.644997,299.521461,21.09705,0.08099015,2.70042068
Ratisbona,9.28,0.67,67.5,172.886596,7.377377,14.642359,0.09281027,3.21576289
Whittemora,9.30,0.68,45.3,315.437702,110.974717,11.483173,0.23350205,3.16965746
Bethgea,11.80,0.94,27.5,72.53645,243.529218,3.69572,0.21700105,2.23196787
Isberga,12.02,0.93,17.8,6.14049,327.055008,2.58342,0.17668804,2.24701488
Kordula,9.31,0.58,87.2,283.895354,66.285996,6.240822,0.16988684,3.36888404
Begonia,9.80,0.78,69.2,3.899017,113.750373,12.109223,0.21377271,3.11568489
Barcelona,10.03,0.81,25.5,162.480527,318.235043,32.841686,0.16054977,2.6376729
Poesia,10.65,0.66,43.8,37.542303,69.654424,1.43131,0.14341998,3.11526395
Gaspra,11.49,0.87,15.5,129.828887,253.002072,4.105339,0.17339475,2.20985191
Li,10.18,0.62,58.0,150.504311,163.222451,1.172783,0.17408115,3.12729711
Asplinda,10.44,0.83,47.1,92.314581,343.110727,5.627308,0.18373624,3.99233733
Aslog,11.38,0.82,39.5,224.6598,145.441294,2.604741,0.09677937,2.90742367
Iduberga,12.31,0.90,11.5,5.234887,62.417415,7.984864,0.13742508,2.24757309
Muschi,9.94,0.87,23.4,178.043162,72.395054,14.413317,0.1301625,2.71789928
Petunia,10.21,0.87,27.9,297.57777,208.774728,11.60466,0.13418317,2.87027417
Leocadia,12.82,0.62,19.5,91.162481,287.725033,2.29064,0.20571521,2.46242115
Lioba,10.49,0.90,18.4,302.18767,86.638255,5.452553,0.10972202,2.53423585
Perseverantia,10.51,0.85,26.5,58.453584,38.665301,2.555331,0.03394589,2.83373982
Benjamina,9.36,0.74,80.5,321.351361,242.991183,7.722441,0.10888326,3.1940609
Philippa,9.95,0.71,65.7,71.058539,75.721711,15.175555,0.02533169,3.11587761
Aidamina,9.59,0.67,78.7,132.697936,216.521603,21.606444,0.23116037,3.20410996
Anacostia,7.98,0.91,86.2,69.694153,285.790842,15.897595,0.20238408,2.74020874
Martina,10.96,0.62,28.9,297.93678,45.991732,2.062804,0.20179784,3.0966129
Gunila,9.54,0.74,73.9,348.487773,250.664963,14.868229,0.09092536,3.15932018
McDonalda,11.24,0.66,31.4,254.468244,63.194589,2.069806,0.16121727,3.14359722
Hilaritas,11.24,0.69,29.5,146.514814,347.358067,0.658834,0.13955352,3.08736194
Gaussia,9.77,0.70,74.7,145.931765,259.116598,9.314684,0.12229759,3.21104822
Belopolskya,9.84,0.72,71.6,214.985416,153.528343,2.979964,0.08921469,3.39825566
Sarema,12.41,0.66,21.1,25.65067,73.148812,4.029355,0.13607853,2.4792877
Tombecka,10.26,0.74,31.9,99.549715,27.231162,11.90034,0.2091599,2.68231255
Christa,9.24,0.69,96.9,286.754485,120.127165,9.44507,0.08878427,3.206503
Strackea,12.52,0.94,8.4,122.009754,144.394593,26.981035,0.07096982,1.91152196
Flammario,9.09,0.66,99.4,286.610456,115.415044,15.859885,0.28436667,2.73795085
Thomana,10.00,0.74,58.3,195.80072,193.912947,10.06271,0.09636073,3.17014188
Lydina,9.38,0.68,71.4,23.418589,62.770847,9.390878,0.10469376,3.41022671
LaPlata,10.96,0.79,20.8,139.347847,29.876207,2.424657,0.02756609,2.889311
Arctica,9.53,0.68,75.5,310.434294,218.620186,17.638451,0.0595655,3.04515936
Ganymed,9.22,0.84,31.7,132.467927,215.498856,26.685553,0.53301627,2.66596734
Beate,9.69,0.90,31.6,158.106845,159.174988,8.921752,0.03813996,3.09450611
Feodosia,9.72,0.71,70.2,184.073792,52.693498,15.812148,0.18017721,2.7352764
Helina,10.37,0.76,35.5,250.887273,100.719276,11.530502,0.10942246,3.0151023
Viola,12.24,0.63,22.6,304.403576,143.601429,3.320954,0.14680429,2.47267552
Mimosa,11.16,0.80,23.7,102.881475,329.294138,1.172385,0.04781074,2.87713858
Orchis,12.33,0.62,23.3,56.952431,1.966687,4.587751,0.25713056,2.420559
Pirola,10.56,0.70,43.0,186.488524,147.938614,1.854877,0.17976495,3.12198008
Arabis,9.86,0.80,31.8,25.769022,30.133103,10.065648,0.08915667,3.01430003
Freda,8.97,0.68,116.7,251.242686,55.597361,25.194736,0.27051852,3.13142622
Pepita,9.44,0.72,39.3,117.74255,216.547285,15.829114,0.1108339,3.06948567
Fragaria,10.20,0.77,37.0,223.262364,116.84765,10.960604,0.1057233,3.00888258
Demeter,11.98,0.68,25.6,78.102692,234.217259,24.90652,0.25655154,2.42836251
Tata,10.11,0.60,66.5,0.333323,268.049493,4.120918,0.09818587,3.22386882
Polonia,10.04,0.78,35.8,87.002459,302.840209,8.992244,0.10845615,3.01773933
Stroobantia,10.93,0.70,24.6,268.05859,22.222113,7.793159,0.03002577,2.92565872
Mimi,10.63,0.70,46.8,282.734589,128.333376,14.768031,0.26559127,2.5930748
Neujmina,10.31,0.78,34.8,139.740331,269.185602,8.620947,0.08430332,3.02100682
Crimea,9.81,0.91,27.8,310.301965,72.070931,14.115648,0.11025284,2.77314761
Odysseus,8.37,0.80,125.6,237.750723,221.224728,3.141512,0.09181324,5.23695231
Oda,9.96,0.71,57.6,216.935149,156.126826,9.805356,0.08109206,3.75420717
Biarmia,9.85,0.68,31.1,63.615418,213.831838,17.063339,0.25507783,3.04384641
Rarahu,10.23,0.86,33.2,175.991465,145.362151,10.828659,0.10840453,3.01744041
Astronomia,10.51,0.66,61.1,205.34129,82.478581,4.532231,0.07051752,3.390688
Larissa,9.60,0.77,56.8,206.560184,39.655722,1.874776,0.10530954,3.9262018
Dubiago,9.80,0.74,63.1,72.812799,223.347257,5.746201,0.06805516,3.41671801
Siva,12.22,0.86,10.4,59.349253,0.851888,22.168248,0.30136938,2.32558982
Rusthawelia,9.91,0.69,70.1,292.376861,121.50374,3.085397,0.1946951,3.17574919
Aneas,8.30,0.73,142.8,51.253423,247.289101,16.65296,0.10666286,5.22920206
Anchises,8.90,0.71,126.3,41.366964,283.909176,6.925522,0.13904549,5.27901972
Gonnessia,9.39,0.67,92.0,255.001247,251.734248,15.016134,0.03435715,3.34625041
Turnera,9.89,0.79,35.6,296.486647,42.951419,10.750503,0.10116951,3.02227298
Geldonia,10.30,0.76,31.2,290.756253,235.506716,8.779544,0.03218127,3.01805383
Troilus,8.93,0.69,103.3,295.731477,48.552815,33.54344,0.09274922,5.25215639
Morosovia,10.05,0.83,33.6,166.096509,106.561041,11.264653,0.06231299,3.00809414
Francette,9.68,0.70,82.1,348.053415,149.561518,7.59247,0.18958681,3.94780743
Fantasia,11.63,0.90,13.9,129.317702,258.032158,7.886472,0.198854,2.30397239
Thais,11.85,0.76,22.3,306.064225,48.573739,13.178974,0.24214143,2.42967319
Dysona,9.61,0.75,83.0,320.586817,322.174502,23.513871,0.10028172,3.19064299
Calvinia,9.97,0.83,26.8,206.194658,151.700572,2.895845,0.08221212,2.89172712
Memoria,10.63,0.68,36.0,138.578081,161.687365,1.781706,0.17606389,3.12843575
Rutherfordia,11.40,0.88,12.4,224.255737,258.899666,4.871823,0.07604004,2.22438998
Celestia,10.73,0.89,17.4,63.508194,140.893513,33.836436,0.20655094,2.69479872
Normannia,9.77,0.73,69.2,101.999511,236.86759,4.175147,0.07957027,3.89380336
Varsavia,10.21,0.73,49.3,286.821696,158.467352,29.257777,0.18758371,2.66759227
Tone,9.47,0.73,73.3,300.324553,320.595969,17.18571,0.05087198,3.35722401
Libya,9.11,0.66,94.1,118.603401,350.988657,4.425326,0.10335335,3.98225275
Rollandia,8.87,0.77,105.2,19.403653,134.709599,2.758696,0.09761422,3.90251507
Cimbria,10.80,0.70,28.6,198.000212,188.42631,12.857218,0.16760355,2.68037414
Dolores,11.28,0.73,27.6,47.400473,246.993522,6.968089,0.23746956,2.70060754
Baillauda,10.16,0.67,50.8,91.563838,292.581018,6.420943,0.04421489,3.41828232
Latvia,10.28,0.77,36.8,115.401178,302.69371,10.887211,0.17236279,2.64401671
Banachiewicza,10.99,0.85,33.8,108.425135,200.42127,9.753488,0.09103231,3.02598425
Kutaissi,10.64,0.78,25.6,115.551349,193.034625,1.616747,0.06181492,2.86033438
Scythia,9.68,0.85,67.5,141.715467,274.0524,14.982873,0.09659922,3.14469464
Paula,12.80,0.87,11.3,144.246458,264.595431,5.240918,0.17408748,2.29533289
Losaka,10.98,0.78,22.5,278.314191,101.666122,15.977369,0.22485687,2.66618523
Devota,10.10,0.70,57.1,173.690304,222.649101,5.767724,0.13573091,3.50460075
Eliane,10.85,0.87,27.5,165.111604,131.993108,14.468568,0.17223755,2.61688378
Spiridonia,10.10,0.67,55.5,3.415082,158.793314,15.954507,0.07444676,3.17079563
Solvejg,10.64,0.64,32.1,184.510514,121.32693,3.101737,0.1901781,3.09768961
Zeelandia,10.70,0.81,21.0,217.730876,97.39516,3.195811,0.06394937,2.84961368
Desagneauxa,10.85,0.79,23.0,159.582511,290.887665,8.677563,0.05556526,3.02458649
Edmee,10.58,0.68,27.5,140.682234,107.468263,13.089933,0.07820789,2.74159239
Brabantia,11.28,0.71,18.0,229.368595,312.95023,20.928364,0.20310203,2.28864983
Potomac,9.91,0.71,71.8,332.707502,137.430489,11.403576,0.18127362,3.98173195
Rosselia,10.74,0.85,23.4,237.303545,139.470187,2.943611,0.08645063,2.85800384
Khama,10.98,0.73,50.2,282.971935,83.638655,13.957781,0.15469141,3.18551585
Prieska,10.47,0.72,52.0,342.7297,64.005592,11.106584,0.06991096,3.11723895
Griqua,11.29,0.72,29.9,261.747906,121.331012,24.233008,0.37306886,3.21238816
Abastumani,9.21,0.71,101.6,333.465799,28.88617,19.934805,0.03651158,3.43462716
Pierre,11.93,0.76,26.4,43.822958,358.230396,12.263588,0.20331781,2.60823369
Malautra,12.11,0.86,14.5,241.054683,329.173249,3.42368,0.08748393,2.22343739
Renauxa,10.71,0.79,28.9,65.954081,352.558662,10.032827,0.10849631,3.01631468
Fayeta,12.02,0.92,10.0,324.314268,355.083222,7.194872,0.20296773,2.24213471
Margot,10.41,0.81,29.6,146.058821,152.347119,10.828713,0.06877439,3.01744036
Diomedes,8.25,0.70,164.3,128.993409,315.791871,20.470376,0.04579898,5.21683908
Vogtia,10.73,0.75,47.9,101.159895,35.552476,4.204308,0.11632074,3.99328172
Fennia,12.52,0.94,7.3,255.351876,7.057975,23.673727,0.02811258,1.89738668
Saldanha,11.09,0.69,43.6,65.476183,282.407994,10.438483,0.22125742,3.20300566
Jean-Jacques,10.16,0.71,33.3,334.079401,104.612575,15.315021,0.04944509,3.12494258
Mashona,8.71,0.72,112.0,350.483234,326.322792,21.900633,0.12743918,3.38799708
Bonsdorffia,11.50,0.72,28.1,105.189538,319.854808,15.812053,0.26605987,3.20765234
Sigrid,12.15,0.64,24.4,1.549938,330.55444,2.576984,0.20159348,2.42896045
Lappeenranta,11.76,0.88,12.7,50.909603,94.770057,11.043188,0.15610663,2.40150203
Esclangona,12.54,0.89,8.2,268.230872,283.485372,22.319766,0.03235962,1.86613064
Oulu,9.54,0.72,82.7,237.688542,10.04628,6.468585,0.1422322,3.96252247
Inari,10.75,0.84,28.1,126.846314,330.519971,8.777384,0.04713818,3.00394022
Saimaa,10.82,0.80,26.1,8.21106,156.549913,10.713934,0.04055039,3.01178966
Wingolfia,10.48,0.71,28.6,266.643539,91.359852,15.71842,0.10698084,3.42799075
Alikoski,9.81,0.72,67.8,110.077032,51.433382,17.279398,0.08226294,3.20972333
Fabiola,11.18,0.63,27.2,246.889481,166.586138,0.954687,0.16775312,3.14505209
Kirkwood,10.20,0.79,52.4,1.738155,74.004114,0.808066,0.24115954,3.92901596
Herrick,10.72,0.64,42.7,279.335142,184.126745,8.764063,0.12632023,3.43404462
Abanderada,11.07,0.66,39.3,89.602412,104.802053,2.53883,0.12271563,3.15837426
Antilochus,8.59,0.75,101.6,187.509435,221.377003,28.490544,0.05391793,5.14367353
Fuji,10.85,0.89,21.7,189.060433,305.34772,26.63763,0.19547218,2.37580874
Tanga,11.96,0.66,22.2,189.656036,112.173633,4.163421,0.11133139,2.64426441
Indiana,12.33,0.93,12.2,73.861725,75.042708,4.162027,0.10342475,2.24470654
Tombaugh,10.52,0.75,32.3,37.944649,309.048566,9.388056,0.10415544,3.02533497
Jekhovsky,12.03,0.73,26.1,142.897099,190.302608,7.721151,0.31850931,2.68830846
Bardwell,11.45,0.69,27.8,254.103438,152.437994,1.691254,0.18316888,3.11878627
Geographos,15.32,0.89,1.8,276.961211,337.172134,13.33637,0.33553495,1.24567285
Druzhba,11.87,0.90,9.5,238.456371,181.829014,3.172719,0.11951098,2.2303153
Bower,11.09,0.68,36.4,106.628244,324.142388,8.441987,0.14794654,2.573299
Heckmann,11.63,0.63,29.1,56.728561,199.690475,2.750749,0.16292025,2.43543955
ComasSola,11.14,0.64,30.6,323.593588,111.055752,9.584317,0.23097576,2.78344115
Roemera,12.76,0.86,9.6,54.320039,105.300066,23.382323,0.23747295,2.34757322
Dagmar,10.86,0.73,35.8,178.531543,18.966389,0.940079,0.10889013,3.13932382
Steinmetz,11.48,0.88,22.0,1.227432,94.356284,7.205567,0.20478458,2.69683392
Toro,14.31,0.88,12.2,127.228059,274.22428,9.382598,0.43600952,1.36756075
Oort,11.00,0.68,40.6,232.508352,174.555641,1.086943,0.17678091,3.1605148
Hertzsprung,11.20,0.74,38.7,234.844308,69.964321,11.933793,0.27287235,2.79767974
Zvezdara,12.47,0.72,20.7,15.455397,356.862216,4.512587,0.22506665,2.36119145
Kalahari,11.10,0.74,32.7,241.346185,103.844459,9.959113,0.14310707,2.85622416
Klemola,10.18,0.76,31.3,3.621091,149.756795,10.916528,0.0379485,3.02069421
Vladimir,11.48,0.69,34.8,297.111402,163.986513,12.23275,0.05828336,2.71012892
Brouwer,9.98,0.72,64.2,47.848965,321.92808,8.363509,0.20900291,3.95393553
Wright,13.60,1.28,6.3,340.339106,268.362065,21.414083,0.11034287,1.70919018
Cunningham,9.82,0.67,79.5,110.174894,162.832514,12.154937,0.1691068,3.93978541
Lorbach,10.80,0.92,27.9,319.962804,157.083073,10.70201,0.04468985,3.09642972
Wrubel,10.05,0.75,42.3,265.715934,70.14132,19.947633,0.17789203,3.17311963
Appenzella,12.69,0.61,20.9,20.008687,12.348367,3.254959,0.18014241,2.45009045
Finsen,10.96,0.70,37.3,342.420501,220.540515,14.659133,0.15655663,3.12525871
Riga,9.92,0.68,73.8,26.588644,186.702832,22.588582,0.05525295,3.35419572
Beethoven,11.33,0.62,30.4,358.348518,110.800202,2.740558,0.19221585,3.1529106
Deiphobus,8.45,0.72,122.7,0.778681,283.705951,26.900127,0.04619729,5.13493881
Shaposhnikov,9.40,0.70,96.9,266.651518,59.036945,12.482269,0.22102593,3.96800913
Schubart,10.03,0.70,80.1,181.497524,284.83086,1.644355,0.17257561,3.97606503
Hesburgh,10.50,0.74,35.5,339.545302,78.114588,14.266135,0.14435689,3.10820665
Bezovec,11.09,0.74,44.7,355.406528,106.815078,25.033116,0.20966852,2.42335917
Tezcatlipoca,13.79,0.96,13.0,115.477689,246.552507,26.868212,0.36476726,1.70956226
Tamriko,10.64,0.83,30.4,203.293554,213.621441,9.518594,0.08085545,3.00853374
Aksnes,10.60,0.66,42.6,297.056542,150.222408,3.079563,0.18323363,3.97173298
Sazava,12.56,0.60,22.7,223.847105,66.320374,3.902352,0.16175723,2.45160931
Mizuho,10.92,0.87,41.2,341.823498,339.812499,11.815302,0.13404945,3.07131883
Tselina,10.65,0.80,30.1,230.792963,167.152489,10.502874,0.09610111,3.02043987
Mayall,12.70,0.87,7.8,38.48217,306.023914,33.988212,0.11116354,1.88714036
Hadwiger,11.10,0.77,20.2,86.75299,27.852966,15.498449,0.05462785,2.56204689
Kate,12.70,0.92,22.7,4.579558,17.134332,5.348124,0.20141981,2.24270281
Ellicott,10.26,0.67,59.2,304.729981,212.113725,10.31979,0.05723876,3.43791195
Antenor,8.97,0.73,85.1,303.273238,159.027974,6.802534,0.01245796,5.16936615
Pushkin,10.79,0.75,38.3,2.026678,78.524676,5.402059,0.03063646,3.49596444
Sarpedon,9.23,0.79,94.6,55.653382,220.806679,15.939246,0.01906413,5.25596385
Alcathous,8.62,0.74,114.6,292.926208,267.997688,16.627742,0.06588613,5.17724111
Bowell,10.52,0.74,44.2,21.938842,155.641605,6.497309,0.09175659,3.95066029
Neoptolemus,9.40,0.79,71.7,322.081723,86.580016,17.774797,0.04526005,5.19951878
Tchaikovsky,10.89,0.75,46.9,205.277614,229.433127,13.252746,0.18203873,3.39680477
Barto,13.20,0.62,15.5,61.75427,139.906058,2.984698,0.15691279,2.45843156
ElLeoncito,10.46,0.75,53.1,181.421674,156.542947,6.604163,0.04774011,3.65749591
Duboshin,10.21,0.73,54.9,342.403668,61.414567,5.162837,0.15863912,3.96794171
Fucik,10.92,0.81,26.6,135.530408,303.674581,9.123433,0.07215708,3.01818402
Phereclos,9.08,0.72,94.9,77.272365,179.170846,2.668843,0.04733633,5.22517817
Cebriones,8.93,0.75,81.8,56.343171,211.659964,32.092179,0.03907583,5.22855343
Heiskanen,11.11,0.65,31.6,176.588303,151.263843,0.470181,0.27609676,3.16492399
Welch,11.80,0.70,25.4,3.16119,128.063879,2.254055,0.14064506,3.19754913
Pandarus,9.24,0.76,97.9,42.648961,179.696471,1.855291,0.06940032,5.19824608
Kacha,10.18,0.72,57.9,150.321722,352.496752,13.483509,0.11988106,3.99380727
Peiroos,9.08,0.73,87.5,173.174302,108.779726,14.666129,0.07717727,5.14199452
